
> gaming-ui-demo@0.1.0 dev
> next dev

▲ Next.js 16.2.10 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.214.131.208:3000
- Environments: .env.local
✓ Ready in 920ms

○ Compiling / ...
 GET /api/wallet 200 in 59ms (next.js: 7ms, application-code: 52ms)
 GET /api/game/history 200 in 63ms (next.js: 46ms, application-code: 17ms)
 GET /api/wallet 200 in 20ms (next.js: 8ms, application-code: 12ms)
 GET /api/game/history 200 in 21ms (next.js: 6ms, application-code: 15ms)
[browser] Received NaN for the `children` attribute. If this is expected, cast the value to a string. 
    at validateProperty (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:2091:71)
    at warnUnknownProperties (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:2203:26)
    at validatePropertiesInDevelopment (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:10679:66)
    at updateProperties (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:11147:9)
    at commitUpdate (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:11894:9)
    at runWithFiberInDEV (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:965:74)
    at commitHostUpdate (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:7421:13)
    at commitMutationEffectsOnFiber (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8298:100)
    at recursivelyTraverseMutationEffects (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8205:106)
    at commitMutationEffectsOnFiber (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8286:17)
    at recursivelyTraverseMutationEffects (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8205:106)
    at commitMutationEffectsOnFiber (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8286:17)
    at recursivelyTraverseMutationEffects (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8205:106)
    at commitMutationEffectsOnFiber (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8214:17)
    at recursivelyTraverseMutationEffects (file://C:/Users/Hamza Razzaq/Documents/test/.next/dev/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js:8205:106)
